"","spc.season","Harbour","meanQuantitycopies","LOD","LOQ","eDNA_eval_mean","eDNA_col_eval_mean","spc","season","Genus","species","dk_comnm","Harbour.Saeson.EuroFinsExtrSmpleno","Coll_date","volfilt_mL","declat","declon","EuroFinsampleno","gen_specnm.Wellname.season.no1","freq_NoCt","freq_belowLOD","freq_AbLOD_BeLOQ","freq_aboveLOQ","freq_repl_eval","eDNA_eval_p_repl_col","eDNA_eval_p_repl_descr","AssayIDcode","AssayIDNo","spc.Harbour","conv_rec_val","col.f.conv_rec_val","valid_comb_score","valid_hexcol","valid_score","categ_valid","copies_per_mLwater","copies_per_Lwater","copies_per_Lwater_plone","log.10_copies_L","no_for_log.10_eDNAlvls","col_log.10_eDNAlvls","col.f.green.hexcol.ab.LOQ","eDNA_eval_t_repl_col"
"631","Paralithodes_camtschaticus.efteraar","Roedby",0,5,5,"NoCt","white","Paralithodes_camtschaticus","efteraar","Paralithodes","camtschaticus","kamtjatkakrabbe","Roedby.efteraar.1","2017.sep.23",200,54.6541,11.3461,"smpl14","Paralithodes_camtschaticus.smpl14.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID17","17","Paralithodes_camtschaticus.Roedby",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"32","Paralithodes_camtschaticus.foraar","AalborgHavn",0,5,50,"NoCt","white","Paralithodes_camtschaticus","foraar","Paralithodes","camtschaticus","kamtjatkakrabbe","AalborgHavn.foraar.1","2017.jun.29",1000,57.0514,9.9319,"smpl04","Paralithodes_camtschaticus.smpl04.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID17","17","Paralithodes_camtschaticus.AalborgHavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"72","Paralithodes_camtschaticus.foraar","Aalborgportland",0,5,50,"NoCt","white","Paralithodes_camtschaticus","foraar","Paralithodes","camtschaticus","kamtjatkakrabbe","Aalborgportland.foraar.1","2017.jun.30",1000,57.0514,9.9319,"smpl03","Paralithodes_camtschaticus.smpl03.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID17","17","Paralithodes_camtschaticus.Aalborgportland",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"112","Paralithodes_camtschaticus.foraar","Aarhus",0,5,50,"NoCt","white","Paralithodes_camtschaticus","foraar","Paralithodes","camtschaticus","kamtjatkakrabbe","Aarhus.foraar.1","2017.jul.05",2400,56.1597,10.2301,"smpl02","Paralithodes_camtschaticus.smpl02.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID17","17","Paralithodes_camtschaticus.Aarhus",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"152","Paralithodes_camtschaticus.foraar","Esbjerg",0,5,50,"NoCt","white","Paralithodes_camtschaticus","foraar","Paralithodes","camtschaticus","kamtjatkakrabbe","Esbjerg.foraar.1","2017.jun.27",1000,55.4578,8.442,"smpl01","Paralithodes_camtschaticus.smpl01.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID17","17","Paralithodes_camtschaticus.Esbjerg",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"192","Paralithodes_camtschaticus.foraar","Fredericia",0,5,50,"NoCt","white","Paralithodes_camtschaticus","foraar","Paralithodes","camtschaticus","kamtjatkakrabbe","Fredericia.foraar.1","2017.jul.05",1600,55.5579,9.7489,"smpl05","Paralithodes_camtschaticus.smpl05.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID17","17","Paralithodes_camtschaticus.Fredericia",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"232","Paralithodes_camtschaticus.foraar","Frederikshavn",0,5,50,"NoCt","white","Paralithodes_camtschaticus","foraar","Paralithodes","camtschaticus","kamtjatkakrabbe","Frederikshavn.foraar.1","2017.jun.28",1000,57.4421,10.5622,"smpl06","Paralithodes_camtschaticus.smpl06.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID17","17","Paralithodes_camtschaticus.Frederikshavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"272","Paralithodes_camtschaticus.foraar","Gedser",0,5,50,"NoCt","white","Paralithodes_camtschaticus","foraar","Paralithodes","camtschaticus","kamtjatkakrabbe","Gedser.foraar.1","2017.jul.04",700,54.5719,11.9277,"smpl07","Paralithodes_camtschaticus.smpl07.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID17","17","Paralithodes_camtschaticus.Gedser",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"312","Paralithodes_camtschaticus.foraar","Grenaa",0,5,50,"NoCt","white","Paralithodes_camtschaticus","foraar","Paralithodes","camtschaticus","kamtjatkakrabbe","Grenaa.foraar.1","2017.jul.05",1100,56.4126,10.9332,"smpl08","Paralithodes_camtschaticus.smpl08.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID17","17","Paralithodes_camtschaticus.Grenaa",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"352","Paralithodes_camtschaticus.foraar","Helsingoer",0,5,50,"NoCt","white","Paralithodes_camtschaticus","foraar","Paralithodes","camtschaticus","kamtjatkakrabbe","Helsingoer.foraar.1","2017.jul.11",1000,56.0357,12.6176,"smpl09","Paralithodes_camtschaticus.smpl09.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID17","17","Paralithodes_camtschaticus.Helsingoer",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"392","Paralithodes_camtschaticus.foraar","Hirtshals",0,5,50,"NoCt","white","Paralithodes_camtschaticus","foraar","Paralithodes","camtschaticus","kamtjatkakrabbe","Hirtshals.foraar.1","2017.jun.28",1000,57.5975,9.9772,"smpl10","Paralithodes_camtschaticus.smpl10.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID17","17","Paralithodes_camtschaticus.Hirtshals",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"432","Paralithodes_camtschaticus.foraar","Kalundborg",0,5,50,"NoCt","white","Paralithodes_camtschaticus","foraar","Paralithodes","camtschaticus","kamtjatkakrabbe","Kalundborg.foraar.1","2017.jul.03",1500,55.6773,11.073,"smpl11","Paralithodes_camtschaticus.smpl11.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID17","17","Paralithodes_camtschaticus.Kalundborg",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"472","Paralithodes_camtschaticus.foraar","KalundborgStatiolHavn",0,5,50,"NoCt","white","Paralithodes_camtschaticus","foraar","Paralithodes","camtschaticus","kamtjatkakrabbe","KalundborgStatiolHavn.foraar.1","2017.jul.02",1500,55.6643,11.0736,"smpl15","Paralithodes_camtschaticus.smpl15.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID17","17","Paralithodes_camtschaticus.KalundborgStatiolHavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"512","Paralithodes_camtschaticus.foraar","Koebenhavn",0,5,50,"NoCt","white","Paralithodes_camtschaticus","foraar","Paralithodes","camtschaticus","kamtjatkakrabbe","Koebenhavn.foraar.1","2017.jun.09",1800,55.6652,12.5702,"smpl12","Paralithodes_camtschaticus.smpl12.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID17","17","Paralithodes_camtschaticus.Koebenhavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"552","Paralithodes_camtschaticus.foraar","Koege",0,5,50,"NoCt","white","Paralithodes_camtschaticus","foraar","Paralithodes","camtschaticus","kamtjatkakrabbe","Koege.foraar.1","2017.jul.04",850,55.4566,12.204,"smpl16","Paralithodes_camtschaticus.smpl16.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID17","17","Paralithodes_camtschaticus.Koege",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"592","Paralithodes_camtschaticus.foraar","Odense",0,5,50,"NoCt","white","Paralithodes_camtschaticus","foraar","Paralithodes","camtschaticus","kamtjatkakrabbe","Odense.foraar.1","2017.jul.19",800,55.4101,10.378,"smpl13","Paralithodes_camtschaticus.smpl13.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID17","17","Paralithodes_camtschaticus.Odense",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"632","Paralithodes_camtschaticus.foraar","Roedby",0,5,50,"NoCt","white","Paralithodes_camtschaticus","foraar","Paralithodes","camtschaticus","kamtjatkakrabbe","Roedby.foraar.1","2017.jul.04",500,54.6541,11.3461,"smpl14","Paralithodes_camtschaticus.smpl14.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID17","17","Paralithodes_camtschaticus.Roedby",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"33","Prorocentrum_minimum.efteraar","AalborgHavn",2.71333333333333,5,5,"belowLOD","yellow","Prorocentrum_minimum","efteraar","Prorocentrum","minimum","dinoflagelat","AalborgHavn.efteraar.1","2017.oct.11",1000,57.0514,9.9319,"smpl04","Prorocentrum_minimum.smpl04.efteraar.1",0,3,0,0,"'0/3/0/0'",2,"belowLOD","AssID02","02","Prorocentrum_minimum.AalborgHavn",1,"red","2_and_1","#C4D79B",7,"BeLOD_FB",0.189933333333333,189.933333333333,190.933333333333,2.28088175458014,2,0,"0","yellow"
"73","Prorocentrum_minimum.efteraar","Aalborgportland",0.389066666666667,5,5,"belowLOD","yellow","Prorocentrum_minimum","efteraar","Prorocentrum","minimum","dinoflagelat","Aalborgportland.efteraar.1","2017.oct.11",2500,57.0514,9.9319,"smpl03","Prorocentrum_minimum.smpl03.efteraar.1",0,3,0,0,"'0/3/0/0'",2,"belowLOD","AssID02","02","Prorocentrum_minimum.Aalborgportland",1,"red","2_and_1","#C4D79B",7,"BeLOD_FB",0.0108938666666667,10.8938666666667,11.8938666666667,1.07532306563665,2,0,"0","yellow"
"113","Prorocentrum_minimum.efteraar","Aarhus",0,5,5,"NoCt","white","Prorocentrum_minimum","efteraar","Prorocentrum","minimum","dinoflagelat","Aarhus.efteraar.1","2017.sep.19",1000,56.1597,10.2301,"smpl02","Prorocentrum_minimum.smpl02.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID02","02","Prorocentrum_minimum.Aarhus",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"153","Prorocentrum_minimum.efteraar","Esbjerg",0.01634,5,5,"belowLOD","yellow","Prorocentrum_minimum","efteraar","Prorocentrum","minimum","dinoflagelat","Esbjerg.efteraar.1","2017.oct.17",200,55.4578,8.442,"smpl01","Prorocentrum_minimum.smpl01.efteraar.1",2,1,0,0,"'2/1/0/0'",2,"belowLOD","AssID02","02","Prorocentrum_minimum.Esbjerg",2,"black","2_and_2","#8DB4E2",12,"BeLOD_FM4",0.005719,5.719,6.719,0.827304641089735,2,0,"0","yellow"
"193","Prorocentrum_minimum.efteraar","Fredericia",0.126713333333333,5,5,"belowLOD","yellow","Prorocentrum_minimum","efteraar","Prorocentrum","minimum","dinoflagelat","Fredericia.efteraar.1","2017.oct.11",1000,55.5579,9.7489,"smpl05","Prorocentrum_minimum.smpl05.efteraar.1",0,3,0,0,"'0/3/0/0'",2,"belowLOD","AssID02","02","Prorocentrum_minimum.Fredericia",1,"red","2_and_1","#C4D79B",7,"BeLOD_FB",0.00886993333333333,8.86993333333333,9.86993333333333,0.994314219228579,2,0,"0","yellow"
"233","Prorocentrum_minimum.efteraar","Frederikshavn",3.16666666666667,5,5,"belowLOD","yellow","Prorocentrum_minimum","efteraar","Prorocentrum","minimum","dinoflagelat","Frederikshavn.efteraar.1","2017.oct.06",3000,57.4421,10.5622,"smpl06","Prorocentrum_minimum.smpl06.efteraar.1",0,3,0,0,"'0/3/0/0'",2,"belowLOD","AssID02","02","Prorocentrum_minimum.Frederikshavn",1,"red","2_and_1","#C4D79B",7,"BeLOD_FB",0.0738888888888889,73.8888888888889,74.8888888888889,1.874417387096,2,0,"0","yellow"
"273","Prorocentrum_minimum.efteraar","Gedser",3181.33333333333,5,5,"aboveLOQ","black","Prorocentrum_minimum","efteraar","Prorocentrum","minimum","dinoflagelat","Gedser.efteraar.1","2017.sep.23",1000,54.5719,11.9277,"smpl07","Prorocentrum_minimum.smpl07.efteraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID02","02","Prorocentrum_minimum.Gedser",1,"red","5_and_1","#C4D79B",10,"3AbLOQ_FB",222.693333333333,222693.333333333,222694.333333333,5.34770916614327,10,7,"#007F00","black"
"313","Prorocentrum_minimum.efteraar","Grenaa",0.3844,5,5,"belowLOD","yellow","Prorocentrum_minimum","efteraar","Prorocentrum","minimum","dinoflagelat","Grenaa.efteraar.1","2017.sep.19",1000,56.4126,10.9332,"smpl08","Prorocentrum_minimum.smpl08.efteraar.1",0,3,0,0,"'0/3/0/0'",2,"belowLOD","AssID02","02","Prorocentrum_minimum.Grenaa",1,"red","2_and_1","#C4D79B",7,"BeLOD_FB",0.026908,26.908,27.908,1.44572871430711,2,0,"0","yellow"
"353","Prorocentrum_minimum.efteraar","Helsingoer",25.96,5,5,"aboveLOQ","black","Prorocentrum_minimum","efteraar","Prorocentrum","minimum","dinoflagelat","Helsingoer.efteraar.1","2017.sep.13",1000,56.0357,12.6176,"smpl09","Prorocentrum_minimum.smpl09.efteraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID02","02","Prorocentrum_minimum.Helsingoer",1,"red","5_and_1","#C4D79B",10,"3AbLOQ_FB",1.8172,1817.2,1818.2,3.25964165342886,8,5,"#00FF00","black"
"393","Prorocentrum_minimum.efteraar","Hirtshals",0,5,5,"NoCt","white","Prorocentrum_minimum","efteraar","Prorocentrum","minimum","dinoflagelat","Hirtshals.efteraar.1","2017.nov.08",600,57.5975,9.9772,"smpl10","Prorocentrum_minimum.smpl10.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID02","02","Prorocentrum_minimum.Hirtshals",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"433","Prorocentrum_minimum.efteraar","Kalundborg",0,5,5,"NoCt","white","Prorocentrum_minimum","efteraar","Prorocentrum","minimum","dinoflagelat","Kalundborg.efteraar.1","2017.sep.22",1000,55.6773,11.073,"smpl11","Prorocentrum_minimum.smpl11.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID02","02","Prorocentrum_minimum.Kalundborg",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"473","Prorocentrum_minimum.efteraar","KalundborgStatiolHavn",0.0337666666666667,5,5,"belowLOD","yellow","Prorocentrum_minimum","efteraar","Prorocentrum","minimum","dinoflagelat","KalundborgStatiolHavn.efteraar.1","2017.sep.22",1000,55.6643,11.0736,"smpl15","Prorocentrum_minimum.smpl15.efteraar.1",2,1,0,0,"'2/1/0/0'",2,"belowLOD","AssID02","02","Prorocentrum_minimum.KalundborgStatiolHavn",1,"red","2_and_1","#C4D79B",7,"BeLOD_FB",0.00236366666666667,2.36366666666667,3.36366666666667,0.526812951454046,2,0,"0","yellow"
"513","Prorocentrum_minimum.efteraar","Koebenhavn",17.09,5,5,"aboveLOQ","black","Prorocentrum_minimum","efteraar","Prorocentrum","minimum","dinoflagelat","Koebenhavn.efteraar.1","2017.sep.12",1650,55.6652,12.5702,"smpl12","Prorocentrum_minimum.smpl12.efteraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID02","02","Prorocentrum_minimum.Koebenhavn",1,"red","5_and_1","#C4D79B",10,"3AbLOQ_FB",0.725030303030303,725.030303030303,726.030303030303,2.86095474764802,7,4,"#3FFF3F","black"
"553","Prorocentrum_minimum.efteraar","Koege",32.32,5,5,"aboveLOQ","black","Prorocentrum_minimum","efteraar","Prorocentrum","minimum","dinoflagelat","Koege.efteraar.1","2017.sep.12",450,55.4566,12.204,"smpl16","Prorocentrum_minimum.smpl16.efteraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID02","02","Prorocentrum_minimum.Koege",1,"red","5_and_1","#C4D79B",10,"3AbLOQ_FB",5.02755555555556,5027.55555555556,5028.55555555556,3.70144325258266,8,5,"#00FF00","black"
"593","Prorocentrum_minimum.efteraar","Odense",3.80666666666667,5,5,"belowLOD","yellow","Prorocentrum_minimum","efteraar","Prorocentrum","minimum","dinoflagelat","Odense.efteraar.1","2017.sep.15",800,55.4101,10.378,"smpl13","Prorocentrum_minimum.smpl13.efteraar.1",0,2,0,1,"'0/2/0/1'",4,"1aboveLOQ","AssID02","02","Prorocentrum_minimum.Odense",1,"red","4_and_1","#C4D79B",9,"1AbLOQ_FB",0.333083333333333,333.083333333333,334.083333333333,2.5238548102029,2,0,"0","red"
"633","Prorocentrum_minimum.efteraar","Roedby",179.233333333333,5,5,"aboveLOQ","black","Prorocentrum_minimum","efteraar","Prorocentrum","minimum","dinoflagelat","Roedby.efteraar.1","2017.sep.23",200,54.6541,11.3461,"smpl14","Prorocentrum_minimum.smpl14.efteraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID02","02","Prorocentrum_minimum.Roedby",1,"red","5_and_1","#C4D79B",10,"3AbLOQ_FB",62.7316666666667,62731.6666666667,62732.6666666667,4.79749374910282,9,6,"#00BF00","black"
"34","Prorocentrum_minimum.foraar","AalborgHavn",34.31,5,5,"aboveLOQ","black","Prorocentrum_minimum","foraar","Prorocentrum","minimum","dinoflagelat","AalborgHavn.foraar.1","2017.jun.29",1000,57.0514,9.9319,"smpl04","Prorocentrum_minimum.smpl04.foraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID02","02","Prorocentrum_minimum.AalborgHavn",1,"red","5_and_1","#C4D79B",10,"3AbLOQ_FB",2.4017,2401.7,2402.7,3.38069954838272,8,5,"#00FF00","black"
"74","Prorocentrum_minimum.foraar","Aalborgportland",712.333333333333,5,5,"aboveLOQ","black","Prorocentrum_minimum","foraar","Prorocentrum","minimum","dinoflagelat","Aalborgportland.foraar.1","2017.jun.30",1000,57.0514,9.9319,"smpl03","Prorocentrum_minimum.smpl03.foraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID02","02","Prorocentrum_minimum.Aalborgportland",1,"red","5_and_1","#C4D79B",10,"3AbLOQ_FB",49.8633333333333,49863.3333333333,49864.3333333333,4.69779001706747,9,6,"#00BF00","black"
"114","Prorocentrum_minimum.foraar","Aarhus",0.0799366666666667,5,5,"belowLOD","yellow","Prorocentrum_minimum","foraar","Prorocentrum","minimum","dinoflagelat","Aarhus.foraar.1","2017.jul.05",2400,56.1597,10.2301,"smpl02","Prorocentrum_minimum.smpl02.foraar.1",0,3,0,0,"'0/3/0/0'",2,"belowLOD","AssID02","02","Prorocentrum_minimum.Aarhus",1,"red","2_and_1","#C4D79B",7,"BeLOD_FB",0.00233148611111111,2.33148611111111,3.33148611111111,0.522638007044234,2,0,"0","yellow"
"154","Prorocentrum_minimum.foraar","Esbjerg",0,5,5,"NoCt","white","Prorocentrum_minimum","foraar","Prorocentrum","minimum","dinoflagelat","Esbjerg.foraar.1","2017.jun.27",1000,55.4578,8.442,"smpl01","Prorocentrum_minimum.smpl01.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID02","02","Prorocentrum_minimum.Esbjerg",2,"black","1_and_2","#538DD5",11,"NoCt_FM4",0,0,1,0,1,0,"0","white"
"194","Prorocentrum_minimum.foraar","Fredericia",1.0065,5,5,"belowLOD","yellow","Prorocentrum_minimum","foraar","Prorocentrum","minimum","dinoflagelat","Fredericia.foraar.1","2017.jul.05",1600,55.5579,9.7489,"smpl05","Prorocentrum_minimum.smpl05.foraar.1",0,3,0,0,"'0/3/0/0'",2,"belowLOD","AssID02","02","Prorocentrum_minimum.Fredericia",1,"red","2_and_1","#C4D79B",7,"BeLOD_FB",0.044034375,44.034375,45.034375,1.65354413985796,2,0,"0","yellow"
"234","Prorocentrum_minimum.foraar","Frederikshavn",0,5,5,"NoCt","white","Prorocentrum_minimum","foraar","Prorocentrum","minimum","dinoflagelat","Frederikshavn.foraar.1","2017.jun.28",1000,57.4421,10.5622,"smpl06","Prorocentrum_minimum.smpl06.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID02","02","Prorocentrum_minimum.Frederikshavn",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"274","Prorocentrum_minimum.foraar","Gedser",0.05237,5,5,"belowLOD","yellow","Prorocentrum_minimum","foraar","Prorocentrum","minimum","dinoflagelat","Gedser.foraar.1","2017.jul.04",700,54.5719,11.9277,"smpl07","Prorocentrum_minimum.smpl07.foraar.1",0,3,0,0,"'0/3/0/0'",2,"belowLOD","AssID02","02","Prorocentrum_minimum.Gedser",1,"red","2_and_1","#C4D79B",7,"BeLOD_FB",0.005237,5.237,6.237,0.794975744051132,2,0,"0","yellow"
"314","Prorocentrum_minimum.foraar","Grenaa",0.0191733333333333,5,5,"belowLOD","yellow","Prorocentrum_minimum","foraar","Prorocentrum","minimum","dinoflagelat","Grenaa.foraar.1","2017.jul.05",1100,56.4126,10.9332,"smpl08","Prorocentrum_minimum.smpl08.foraar.1",1,2,0,0,"'1/2/0/0'",2,"belowLOD","AssID02","02","Prorocentrum_minimum.Grenaa",1,"red","2_and_1","#C4D79B",7,"BeLOD_FB",0.00122012121212121,1.22012121212121,2.22012121212121,0.346376686305735,2,0,"0","yellow"
"354","Prorocentrum_minimum.foraar","Helsingoer",176.133333333333,5,5,"aboveLOQ","black","Prorocentrum_minimum","foraar","Prorocentrum","minimum","dinoflagelat","Helsingoer.foraar.1","2017.jul.11",1000,56.0357,12.6176,"smpl09","Prorocentrum_minimum.smpl09.foraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID02","02","Prorocentrum_minimum.Helsingoer",1,"red","5_and_1","#C4D79B",10,"3AbLOQ_FB",12.3293333333333,12329.3333333333,12330.3333333333,4.09097481729894,9,6,"#00BF00","black"
"394","Prorocentrum_minimum.foraar","Hirtshals",0,5,5,"NoCt","white","Prorocentrum_minimum","foraar","Prorocentrum","minimum","dinoflagelat","Hirtshals.foraar.1","2017.jun.28",1000,57.5975,9.9772,"smpl10","Prorocentrum_minimum.smpl10.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID02","02","Prorocentrum_minimum.Hirtshals",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"434","Prorocentrum_minimum.foraar","Kalundborg",14.0666666666667,5,5,"aboveLOQ","black","Prorocentrum_minimum","foraar","Prorocentrum","minimum","dinoflagelat","Kalundborg.foraar.1","2017.jul.03",1500,55.6773,11.073,"smpl11","Prorocentrum_minimum.smpl11.foraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID02","02","Prorocentrum_minimum.Kalundborg",1,"red","5_and_1","#C4D79B",10,"3AbLOQ_FB",0.656444444444444,656.444444444444,657.444444444444,2.81785905983769,7,4,"#3FFF3F","black"
"474","Prorocentrum_minimum.foraar","KalundborgStatiolHavn",1.99333333333333,5,5,"belowLOD","yellow","Prorocentrum_minimum","foraar","Prorocentrum","minimum","dinoflagelat","KalundborgStatiolHavn.foraar.1","2017.jul.02",1500,55.6643,11.0736,"smpl15","Prorocentrum_minimum.smpl15.foraar.1",0,3,0,0,"'0/3/0/0'",2,"belowLOD","AssID02","02","Prorocentrum_minimum.KalundborgStatiolHavn",1,"red","2_and_1","#C4D79B",7,"BeLOD_FB",0.0930222222222222,93.0222222222222,94.0222222222222,1.97323051155595,2,0,"0","yellow"
"514","Prorocentrum_minimum.foraar","Koebenhavn",1.21976666666667,5,5,"belowLOD","yellow","Prorocentrum_minimum","foraar","Prorocentrum","minimum","dinoflagelat","Koebenhavn.foraar.1","2017.jun.09",1800,55.6652,12.5702,"smpl12","Prorocentrum_minimum.smpl12.foraar.1",0,3,0,0,"'0/3/0/0'",2,"belowLOD","AssID02","02","Prorocentrum_minimum.Koebenhavn",1,"red","2_and_1","#C4D79B",7,"BeLOD_FB",0.0474353703703704,47.4353703703704,48.4353703703704,1.68516262500178,2,0,"0","yellow"
"554","Prorocentrum_minimum.foraar","Koege",719.966666666667,5,5,"aboveLOQ","black","Prorocentrum_minimum","foraar","Prorocentrum","minimum","dinoflagelat","Koege.foraar.1","2017.jul.04",850,55.4566,12.204,"smpl16","Prorocentrum_minimum.smpl16.foraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID02","02","Prorocentrum_minimum.Koege",1,"red","5_and_1","#C4D79B",10,"3AbLOQ_FB",59.2913725490196,59291.3725490196,59292.3725490196,4.77299882872803,9,6,"#00BF00","black"
"594","Prorocentrum_minimum.foraar","Odense",0.175633333333333,5,5,"belowLOD","yellow","Prorocentrum_minimum","foraar","Prorocentrum","minimum","dinoflagelat","Odense.foraar.1","2017.jul.19",800,55.4101,10.378,"smpl13","Prorocentrum_minimum.smpl13.foraar.1",1,2,0,0,"'1/2/0/0'",2,"belowLOD","AssID02","02","Prorocentrum_minimum.Odense",1,"red","2_and_1","#C4D79B",7,"BeLOD_FB",0.0153679166666667,15.3679166666667,16.3679166666667,1.21399340526722,2,0,"0","yellow"
"634","Prorocentrum_minimum.foraar","Roedby",0,5,5,"NoCt","white","Prorocentrum_minimum","foraar","Prorocentrum","minimum","dinoflagelat","Roedby.foraar.1","2017.jul.04",500,54.6541,11.3461,"smpl14","Prorocentrum_minimum.smpl14.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID02","02","Prorocentrum_minimum.Roedby",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"35","Pseudochattonella_farcimen.efteraar","AalborgHavn",9.93,5,5,"aboveLOQ","black","Pseudochattonella_farcimen","efteraar","Pseudochattonella","farcimen","heterokontflagelat","AalborgHavn.efteraar.1","2017.oct.11",1000,57.0514,9.9319,"smpl04","Pseudochattonella_farcimen.smpl04.efteraar.1",0,1,0,2,"'0/1/0/2'",4,"1aboveLOQ","AssID03","03","Pseudochattonella_farcimen.AalborgHavn",0,"white","4_and_0","#DA9694",4,"1AbLOQ_NF",0.6951,695.1,696.1,2.84267163376079,7,4,"#3FFF3F","red"
"75","Pseudochattonella_farcimen.efteraar","Aalborgportland",9.32666666666667,5,5,"aboveLOQ","black","Pseudochattonella_farcimen","efteraar","Pseudochattonella","farcimen","heterokontflagelat","Aalborgportland.efteraar.1","2017.oct.11",2500,57.0514,9.9319,"smpl03","Pseudochattonella_farcimen.smpl03.efteraar.1",0,0,0,3,"'0/0/0/3'",5,"3aboveLOQ","AssID03","03","Pseudochattonella_farcimen.Aalborgportland",0,"white","5_and_0","#FF0000",5,"3AbLOQ_NF",0.261146666666667,261.146666666667,262.146666666667,2.41854433980112,7,4,"#3FFF3F","black"
